Year Month Day Hour Minute CPU_Power_Use_(W)
2023 8 25 11 1 74
2023 8 25 11 2 74
2023 8 25 11 3 76
2023 8 25 11 4 76
2023 8 25 11 6 83
2023 8 25 11 8 74
2023 8 25 11 9 107
2023 8 25 11 10 74
2023 8 25 11 11 74
2023 8 25 11 12 94
2023 8 25 11 13 79
2023 8 25 11 14 75
2023 8 25 11 15 74
2023 8 25 11 16 85
2023 8 25 11 17 80
2023 8 25 11 18 75
2023 8 25 11 19 80
2023 8 25 11 20 74
2023 8 25 11 21 81
2023 8 25 11 22 75
2023 8 25 11 23 74
2023 8 25 11 24 74
2023 8 25 11 25 75
2023 8 25 11 26 105
2023 8 25 11 27 77
2023 8 25 11 28 75
2023 8 25 11 29 74
2023 8 25 11 30 74
2023 8 25 11 31 93
2023 8 25 11 33 75
2023 8 25 11 34 74
2023 8 25 11 35 74
2023 8 25 11 36 74
2023 8 25 11 38 76
2023 8 25 11 39 102
2023 8 25 11 40 96
2023 8 25 11 41 99
2023 8 25 11 42 104
2023 8 25 11 43 105
2023 8 25 11 44 100
2023 8 25 11 45 106
2023 8 25 11 46 105
2023 8 25 11 47 100
2023 8 25 11 48 106
2023 8 25 11 49 105
2023 8 25 11 50 100
2023 8 25 11 51 107
2023 8 25 11 52 106
2023 8 25 11 53 84
2023 8 25 11 55 75
2023 8 25 11 56 78
2023 8 25 11 57 78
2023 8 25 11 58 77
2023 8 25 11 59 78
2023 8 25 12 0 99
2023 8 25 12 1 77
2023 8 25 12 2 79
2023 8 25 12 3 79
2023 8 25 12 4 76
2023 8 25 12 5 79
2023 8 25 12 7 75
2023 8 25 12 9 79
2023 8 25 12 11 77
2023 8 25 12 12 78
2023 8 25 12 13 77
2023 8 25 12 14 78
2023 8 25 12 15 77
2023 8 25 12 16 75
2023 8 25 12 17 75
2023 8 25 12 18 77
2023 8 25 12 20 76
2023 8 25 12 22 78
2023 8 25 12 23 77
2023 8 25 12 24 77
2023 8 25 12 25 78
2023 8 25 12 26 75
2023 8 25 12 27 78
2023 8 25 12 29 76
2023 8 25 12 31 78
2023 8 25 12 33 78
2023 8 25 12 35 75
2023 8 25 12 36 77
2023 8 25 12 37 78
2023 8 25 12 38 77
2023 8 25 12 39 76
2023 8 25 12 40 78
2023 8 25 12 41 78
2023 8 25 12 42 79
2023 8 25 12 43 78
2023 8 25 12 44 79
2023 8 25 12 46 78
2023 8 25 12 47 75
2023 8 25 12 48 75
2023 8 25 12 49 77
2023 8 25 12 51 76
2023 8 25 12 52 78
2023 8 25 12 53 78
2023 8 25 12 54 76
2023 8 25 12 55 76
2023 8 25 12 56 78
2023 8 25 12 58 78
2023 8 25 12 59 77
2023 8 25 13 0 76
2023 8 25 13 2 79
2023 8 25 13 3 76
2023 8 25 13 4 76
2023 8 25 13 5 78
2023 8 25 13 6 78
2023 8 25 13 7 78
2023 8 25 13 8 77
2023 8 25 13 9 75
